sqno,strd_yr,stdmt,date,stty_infcd_tpcd,diss_nm,diag_nm,whol_ptnt_cnt,frgn_ptnt_cnt,adm_ptnt_cnt,frgn_ptnt_rate,adm_ptnt_rate
15767,2023,1,2023년 01월 01일,4,장관감염증,클로스트리듐 퍼프린젠스[클로스트리듐 웰치]에 의한 식중독,2,2,0,100.0,0.0
14782,2023,1,2023년 01월 01일,4,매칭 없음,톡소포자충눈병증,2,2,0,100.0,0.0
6759,2023,1,2023년 01월 01일,4,매칭 없음,상세불명의 톡소포자충증,2,2,0,100.0,0.0
16603,2023,1,2023년 01월 01일,4,장관감염증,예르시니아 엔테로콜리티카에 의한 장염,2,2,0,100.0,0.0
6874,2023,3,2023년 03월 01일,4,매칭 없음,무른궤양,2,2,0,100.0,0.0
15783,2023,3,2023년 03월 01일,4,장관감염증,예르시니아 엔테로콜리티카에 의한 장염,2,2,0,100.0,0.0
6917,2023,4,2023년 04월 01일,4,장관감염증,캄필로박터장염,2,2,0,100.0,0.0
6915,2023,4,2023년 04월 01일,4,장관감염증,살모넬라장염,2,2,0,100.0,0.0
15781,2023,5,2023년 05월 01일,4,임질,요도주위 또는 부속선에 농양이 없는 하부 비뇨생식관의 임균감염,2,2,0,100.0,0.0
6962,2023,5,2023년 05월 01일,4,사람유두종바이러스감염증,항문생식기의(성병성) 사마귀,2,2,0,100.0,0.0
16566,2023,5,2023년 05월 01일,4,매칭 없음,상세불명의 톡소포자충증,2,2,0,100.0,0.0
6992,2023,6,2023년 06월 01일,4,매칭 없음,기타 명시된 원충성 장질환,2,2,0,100.0,0.0
16586,2023,6,2023년 06월 01일,4,장관감염증,클로스트리듐 퍼프린젠스[클로스트리듐 웰치]에 의한 식중독,2,2,0,100.0,0.0
16113,2023,7,2023년 07월 01일,4,매칭 없음,상세불명의 톡소포자충증,2,2,0,100.0,0.0
14943,2024,1,2024년 01월 01일,4,장관감염증,캄필로박터장염,2,2,0,100.0,0.0
5263,2020,1,2020년 01월 01일,2,결핵,배양 유무에 관계없이 가래 현미경 검사로 확인된 공동이 있는 폐결핵,2,2,0,100.0,0.0
5288,2020,2,2020년 02월 01일,2,결핵,상세불명의 수단으로 확인된 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
5292,2020,2,2020년 02월 01일,2,결핵,조직학적으로 확인된 공동이 있는 폐결핵,2,2,0,100.0,0.0
5309,2020,3,2020년 03월 01일,2,결핵,배양 유무에 관계없이 가래 현미경 검사로 확인된 공동이 있는 폐결핵,2,2,0,100.0,0.0
5330,2020,4,2020년 04월 01일,2,결핵,배양 유무에 관계없이 가래 현미경 검사로 확인된 공동이 있는 폐결핵,2,2,0,100.0,0.0
5355,2020,5,2020년 05월 01일,2,결핵,배양 유무에 관계없이 가래 현미경 검사로 확인된 공동이 있는 폐결핵,2,2,0,100.0,0.0
5357,2020,5,2020년 05월 01일,2,결핵,상세불명의 수단으로 확인된 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
5377,2020,6,2020년 06월 01일,2,결핵,배양 유무에 관계없이 가래 현미경 검사로 확인된 공동이 있는 폐결핵,2,2,0,100.0,0.0
5404,2020,7,2020년 07월 01일,2,결핵,배양 유무에 관계없이 가래 현미경 검사로 확인된 공동이 있는 폐결핵,2,2,0,100.0,0.0
5487,2020,10,2020년 10월 01일,2,결핵,상세불명의 수단으로 확인된 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
5541,2020,12,2020년 12월 01일,2,결핵,상세불명의 수단으로 확인된 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
5543,2020,12,2020년 12월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
5570,2021,1,2021년 01월 01일,2,결핵,상세불명의 수단으로 확인된 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
5569,2021,1,2021년 01월 01일,2,결핵,배양만으로 확인된 공동이 있는 폐결핵,2,2,0,100.0,0.0
5572,2021,1,2021년 01월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
5606,2021,2,2021년 02월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
5602,2021,2,2021년 02월 01일,2,결핵,배양만으로 확인된 공동이 있는 폐결핵,2,2,0,100.0,0.0
5667,2021,4,2021년 04월 01일,2,결핵,배양만으로 확인된 공동이 있는 폐결핵,2,2,0,100.0,0.0
5698,2021,5,2021년 05월 01일,2,결핵,상세불명의 수단으로 확인된 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
5697,2021,5,2021년 05월 01일,2,결핵,배양만으로 확인된 공동이 있는 폐결핵,2,2,0,100.0,0.0
5703,2021,5,2021년 05월 01일,2,결핵,세균학적 및 조직학적으로 음성인 공동이 있는 폐결핵,2,2,0,100.0,0.0
5767,2021,7,2021년 07월 01일,2,결핵,배양만으로 확인된 공동이 있는 폐결핵,2,2,0,100.0,0.0
5801,2021,8,2021년 08월 01일,2,결핵,배양 유무에 관계없이 가래 현미경 검사로 확인된 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
5808,2021,8,2021년 08월 01일,2,결핵,세균학적 및 조직학적 검사를 하지 않은 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
5837,2021,9,2021년 09월 01일,2,결핵,배양만으로 확인된 공동이 있는 폐결핵,2,2,0,100.0,0.0
5875,2021,10,2021년 10월 01일,2,결핵,배양만으로 확인된 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
5919,2021,11,2021년 11월 01일,2,결핵,세균학적 및 조직학적 검사를 하지 않은 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
6005,2022,1,2022년 01월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 있는 폐결핵,2,2,0,100.0,0.0
15067,2022,1,2022년 01월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 있는 폐결핵,2,2,0,100.0,0.0
6042,2022,2,2022년 02월 01일,2,결핵,배양만으로 확인된 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
14796,2022,2,2022년 02월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 있는 폐결핵,2,2,0,100.0,0.0
6048,2022,2,2022년 02월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 있는 폐결핵,2,2,0,100.0,0.0
14968,2022,2,2022년 02월 01일,2,결핵,상세불명의 수단으로 확인된 공동이 있는 폐결핵,2,2,0,100.0,0.0
14963,2022,2,2022년 02월 01일,2,결핵,배양 유무에 관계없이 가래 현미경 검사로 확인된 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
16043,2022,3,2022년 03월 01일,2,결핵,세균학적 및 조직학적 검사를 하지 않은 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
16318,2022,3,2022년 03월 01일,2,결핵,배양 유무에 관계없이 가래 현미경 검사로 확인된 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
15454,2022,3,2022년 03월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 있는 폐결핵,2,2,0,100.0,0.0
6088,2022,3,2022년 03월 01일,2,결핵,배양만으로 확인된 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
6097,2022,3,2022년 03월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 있는 폐결핵,2,2,0,100.0,0.0
16230,2022,4,2022년 04월 01일,2,결핵,배양 유무에 관계없이 가래 현미경 검사로 확인된 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
6194,2022,5,2022년 05월 01일,2,결핵,배양 유무에 관계없이 가래 현미경 검사로 확인된 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
6195,2022,5,2022년 05월 01일,2,결핵,배양만으로 확인된 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
6197,2022,5,2022년 05월 01일,2,결핵,상세불명의 수단으로 확인된 공동이 있는 폐결핵,2,2,0,100.0,0.0
15638,2022,5,2022년 05월 01일,2,결핵,세균학적 및 조직학적으로 음성인 공동이 있는 폐결핵,2,2,0,100.0,0.0
15371,2022,5,2022년 05월 01일,2,결핵,배양만으로 확인된 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
16576,2022,6,2022년 06월 01일,2,결핵,배양 유무에 관계없이 가래 현미경 검사로 확인된 공동이 있는 폐결핵,2,2,0,100.0,0.0
16408,2022,6,2022년 06월 01일,2,결핵,배양 유무에 관계없이 가래 현미경 검사로 확인된 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
16549,2022,6,2022년 06월 01일,2,결핵,세균학적 및 조직학적으로 음성인 공동이 있는 폐결핵,2,2,0,100.0,0.0
15457,2022,6,2022년 06월 01일,2,결핵,배양만으로 확인된 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
6244,2022,6,2022년 06월 01일,2,결핵,배양 유무에 관계없이 가래 현미경 검사로 확인된 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
6246,2022,6,2022년 06월 01일,2,결핵,배양만으로 확인된 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
16145,2022,7,2022년 07월 01일,2,결핵,조직학적으로 확인된 공동이 있는 폐결핵,2,2,0,100.0,0.0
6312,2022,7,2022년 07월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 있는 폐결핵,2,2,0,100.0,0.0
16386,2022,8,2022년 08월 01일,2,결핵,세균학적 및 조직학적으로 음성인 공동이 있는 폐결핵,2,2,0,100.0,0.0
15215,2022,8,2022년 08월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 있는 폐결핵,2,2,0,100.0,0.0
6375,2022,8,2022년 08월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 있는 폐결핵,2,2,0,100.0,0.0
14828,2022,8,2022년 08월 01일,2,결핵,배양만으로 확인된 공동이 있는 폐결핵,2,2,0,100.0,0.0
15839,2022,8,2022년 08월 01일,2,결핵,배양만으로 확인된 폐결핵,2,2,0,100.0,0.0
15895,2022,9,2022년 09월 01일,2,결핵,세균학적 및 조직학적으로 음성인 공동이 있는 폐결핵,2,2,0,100.0,0.0
6495,2022,10,2022년 10월 01일,2,결핵,배양 유무에 관계없이 가래 현미경 검사로 확인된 공동이 있는 폐결핵,2,2,0,100.0,0.0
6577,2022,11,2022년 11월 01일,2,결핵,세균학적 및 조직학적으로 음성인 공동이 있는 폐결핵,2,2,0,100.0,0.0
16073,2022,11,2022년 11월 01일,2,결핵,배양만으로 확인된 공동이 있는 폐결핵,2,2,0,100.0,0.0
15204,2022,11,2022년 11월 01일,2,결핵,배양 유무에 관계없이 가래 현미경 검사로 확인된 공동이 있는 폐결핵,2,2,0,100.0,0.0
15465,2022,11,2022년 11월 01일,2,결핵,배양 유무에 관계없이 가래 현미경 검사로 확인된 폐결핵,2,2,0,100.0,0.0
15068,2022,11,2022년 11월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 폐결핵,2,2,0,100.0,0.0
6651,2022,12,2022년 12월 01일,2,결핵,조직학적으로 확인된 폐결핵,2,2,0,100.0,0.0
16401,2022,12,2022년 12월 01일,2,결핵,세균학적 및 조직학적으로 음성인 공동이 있는 폐결핵,2,2,0,100.0,0.0
6643,2022,12,2022년 12월 01일,2,결핵,세균학적 및 조직학적 검사를 하지 않은 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
15263,2023,1,2023년 01월 01일,2,결핵,세균학적 및 조직학적으로 음성인 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
16533,2023,1,2023년 01월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 폐결핵,2,2,0,100.0,0.0
14831,2023,1,2023년 01월 01일,2,결핵,배양 유무에 관계없이 가래 현미경 검사로 확인된 폐결핵,2,2,0,100.0,0.0
14956,2023,1,2023년 01월 01일,2,결핵,배양만으로 확인된 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
15099,2023,2,2023년 02월 01일,2,결핵,조직학적으로 확인된 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
15949,2023,2,2023년 02월 01일,2,결핵,세균학적 및 조직학적으로 음성인 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
6783,2023,2,2023년 02월 01일,2,결핵,상세불명의 수단으로 확인된 공동이 있는 폐결핵,2,2,0,100.0,0.0
14888,2023,2,2023년 02월 01일,2,결핵,배양 유무에 관계없이 가래 현미경 검사로 확인된 공동이 있는 폐결핵,2,2,0,100.0,0.0
6847,2023,3,2023년 03월 01일,2,결핵,상세불명의 수단으로 확인된 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
14947,2023,3,2023년 03월 01일,2,결핵,세균학적 및 조직학적으로 음성인 공동이 있는 폐결핵,2,2,0,100.0,0.0
6894,2023,4,2023년 04월 01일,2,결핵,상세불명의 수단으로 확인된 공동이 있는 폐결핵,2,2,0,100.0,0.0
6893,2023,4,2023년 04월 01일,2,결핵,상세불명의 수단으로 확인된 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
15147,2023,5,2023년 05월 01일,2,결핵,세균학적 및 조직학적으로 음성인 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
6931,2023,5,2023년 05월 01일,2,결핵,배양 유무에 관계없이 가래 현미경 검사로 확인된 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
6934,2023,5,2023년 05월 01일,2,결핵,상세불명의 수단으로 확인된 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
6974,2023,6,2023년 06월 01일,2,결핵,배양만으로 확인된 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
15478,2023,6,2023년 06월 01일,2,결핵,상세불명의 수단으로 확인된 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
15394,2023,6,2023년 06월 01일,2,유행성이하선염,합병증 없는 볼거리,2,2,0,100.0,0.0
6972,2023,6,2023년 06월 01일,2,결핵,배양 유무에 관계없이 가래 현미경 검사로 확인된 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
16193,2023,7,2023년 07월 01일,2,결핵,조직학적으로 확인된 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
16609,2023,7,2023년 07월 01일,2,결핵,세균학적 및 조직학적으로 음성인 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
16094,2023,7,2023년 07월 01일,2,결핵,상세불명의 수단으로 확인된 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
7006,2023,7,2023년 07월 01일,2,결핵,배양만으로 확인된 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
15400,2023,8,2023년 08월 01일,2,결핵,상세불명의 수단으로 확인된 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
16133,2023,8,2023년 08월 01일,2,결핵,조직학적으로 확인된 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
15592,2023,9,2023년 09월 01일,2,결핵,배양만으로 확인된 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
15064,2023,9,2023년 09월 01일,2,결핵,배양 유무에 관계없이 가래 현미경 검사로 확인된 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
15210,2023,10,2023년 10월 01일,2,결핵,세균학적 및 조직학적으로 음성인 공동이 있는 폐결핵,2,2,0,100.0,0.0
16479,2023,10,2023년 10월 01일,2,결핵,세균학적 및 조직학적으로 음성인 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
16174,2023,11,2023년 11월 01일,2,결핵,세균학적 및 조직학적으로 음성인 공동이 있는 폐결핵,2,2,0,100.0,0.0
15053,2023,12,2023년 12월 01일,2,결핵,배양 유무에 관계없이 가래 현미경 검사로 확인된 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
15990,2023,12,2023년 12월 01일,2,결핵,상세불명의 수단으로 확인된 공동이 있는 폐결핵,2,2,0,100.0,0.0
15056,2024,1,2024년 01월 01일,2,결핵,상세불명의 수단으로 확인된 공동이 있는 폐결핵,2,2,0,100.0,0.0
15986,2024,1,2024년 01월 01일,2,결핵,배양 유무에 관계없이 가래 현미경 검사로 확인된 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
16451,2024,2,2024년 02월 01일,2,결핵,배양만으로 확인된 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
15128,2024,4,2024년 04월 01일,2,결핵,상세불명의 수단으로 확인된 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
15189,2024,4,2024년 04월 01일,2,결핵,조직학적으로 확인된 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
14955,2024,5,2024년 05월 01일,2,결핵,배양 유무에 관계없이 가래 현미경 검사로 확인된 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
15430,2024,5,2024년 05월 01일,2,결핵,배양만으로 확인된 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
16584,2024,5,2024년 05월 01일,2,결핵,상세불명의 수단으로 확인된 공동이 있는 폐결핵,2,2,0,100.0,0.0
14743,2024,6,2024년 06월 01일,2,결핵,배양 유무에 관계없이 가래 현미경 검사로 확인된 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
15795,2024,6,2024년 06월 01일,2,결핵,상세불명의 수단으로 확인된 공동이 없거나 상세불명의 폐결핵,2,2,0,100.0,0.0
5261,2020,1,2020년 01월 01일,2,결핵,결핵성 장염(K93.0*),2,2,0,100.0,0.0
5281,2020,2,2020년 02월 01일,2,결핵,결핵성 말초림프절병증,2,2,0,100.0,0.0
5313,2020,3,2020년 03월 01일,2,결핵,신장의 결핵(N29.1*),2,2,0,100.0,0.0
5403,2020,7,2020년 07월 01일,2,결핵,방광의 결핵(N33.0*),2,2,0,100.0,0.0
5434,2020,8,2020년 08월 01일,2,결핵,세균학적 및 조직학적으로 확인된 공동이 없거나 상세불명의 상세불명의 호흡기결핵,2,2,0,100.0,0.0
5466,2020,9,2020년 09월 01일,2,결핵,신장의 결핵(N29.1*),2,2,0,100.0,0.0
5463,2020,9,2020년 09월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 결핵성 흉막염,2,2,0,100.0,0.0
5511,2020,11,2020년 11월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 결핵성 흉막염,2,2,0,100.0,0.0
5539,2020,12,2020년 12월 01일,2,결핵,기타 부위의 결핵,2,2,0,100.0,0.0
5610,2021,2,2021년 02월 01일,2,결핵,세균학적 및 조직학적으로 확인된 공동이 없거나 상세불명의 상세불명의 호흡기결핵,2,2,0,100.0,0.0
5613,2021,2,2021년 02월 01일,2,결핵,피부 및 피하조직의 결핵,2,2,0,100.0,0.0
5600,2021,2,2021년 02월 01일,2,결핵,기타 부위의 결핵,2,2,0,100.0,0.0
5666,2021,4,2021년 04월 01일,2,결핵,기타 부위의 결핵,2,2,0,100.0,0.0
5671,2021,4,2021년 04월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 호흡기결핵,2,2,0,100.0,0.0
5708,2021,5,2021년 05월 01일,2,결핵,척추의 결핵(M49.0*),2,2,0,100.0,0.0
5692,2021,5,2021년 05월 01일,2,결핵,결핵성 장염(K93.0*),2,2,0,100.0,0.0
5695,2021,5,2021년 05월 01일,2,결핵,기타 부위의 결핵,2,2,0,100.0,0.0
5740,2021,6,2021년 06월 01일,2,결핵,척추의 결핵(M49.0*),2,2,0,100.0,0.0
5726,2021,6,2021년 06월 01일,2,결핵,결핵성 말초림프절병증,2,2,0,100.0,0.0
5728,2021,6,2021년 06월 01일,2,결핵,결핵성 장염(K93.0*),2,2,0,100.0,0.0
5777,2021,7,2021년 07월 01일,2,결핵,피부 및 피하조직의 결핵,2,2,0,100.0,0.0
5775,2021,7,2021년 07월 01일,2,결핵,척추의 결핵(M49.0*),2,2,0,100.0,0.0
5769,2021,7,2021년 07월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 결핵성 흉막염,2,2,0,100.0,0.0
5798,2021,8,2021년 08월 01일,2,결핵,결핵성 장염(K93.0*),2,2,0,100.0,0.0
5796,2021,8,2021년 08월 01일,2,결핵,결핵성 복막염(K67.3*),2,2,0,100.0,0.0
5807,2021,8,2021년 08월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 호흡기결핵,2,2,0,100.0,0.0
5810,2021,8,2021년 08월 01일,2,결핵,피부 및 피하조직의 결핵,2,2,0,100.0,0.0
5833,2021,9,2021년 09월 01일,2,결핵,결핵성 장염(K93.0*),2,2,0,100.0,0.0
5840,2021,9,2021년 09월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 호흡기결핵,2,2,0,100.0,0.0
5831,2021,9,2021년 09월 01일,2,결핵,결핵성 말초림프절병증,2,2,0,100.0,0.0
5883,2021,10,2021년 10월 01일,2,결핵,척추의 결핵(M49.0*),2,2,0,100.0,0.0
5967,2021,12,2021년 12월 01일,2,결핵,피부 및 피하조직의 결핵,2,2,0,100.0,0.0
5957,2021,12,2021년 12월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 결핵성 흉막염,2,2,0,100.0,0.0
6720,2023,1,2023년 01월 01일,2,결핵,세균학적 및 조직학적으로 확인된 공동이 없거나 상세불명의 일차호흡기결핵,2,2,0,100.0,0.0
15354,2023,1,2023년 01월 01일,2,결핵,비뇨생식계통의 상세불명 결핵,2,2,0,100.0,0.0
14737,2023,1,2023년 01월 01일,2,결핵,"세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 후두, 기관 및 기관지 결핵",2,2,0,100.0,0.0
16217,2023,1,2023년 01월 01일,2,결핵,결핵성 복막염(K67.3*),2,2,0,100.0,0.0
14977,2023,1,2023년 01월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 일차호흡기결핵,2,2,0,100.0,0.0
16590,2023,1,2023년 01월 01일,2,결핵,세균학적 및 조직학적으로 확인된 공동이 있는 상세불명의 호흡기결핵,2,2,0,100.0,0.0
16014,2023,2,2023년 02월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 결핵성 흉막염,2,2,0,100.0,0.0
15683,2023,2,2023년 02월 01일,2,결핵,비뇨생식계통의 상세불명 결핵,2,2,0,100.0,0.0
15680,2023,2,2023년 02월 01일,2,결핵,결핵성 수막염(G01*),2,2,0,100.0,0.0
16097,2023,2,2023년 02월 01일,2,결핵,"장, 복막 및 장간막 림프절의 결핵",2,2,0,100.0,0.0
16497,2023,2,2023년 02월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 있는 상세불명의 호흡기결핵,2,2,0,100.0,0.0
15731,2023,2,2023년 02월 01일,2,결핵,"세균학적 및 조직학적으로 확인된 공동이 없거나 상세불명의 후두, 기관 및 기관지의 결핵",2,2,0,100.0,0.0
15930,2023,2,2023년 02월 01일,2,결핵,신장의 결핵(N29.1*),2,2,0,100.0,0.0
6784,2023,2,2023년 02월 01일,2,결핵,상세불명의 좁쌀결핵,2,2,0,100.0,0.0
6779,2023,2,2023년 02월 01일,2,결핵,다약제내성 결핵,2,2,0,100.0,0.0
15873,2023,2,2023년 02월 01일,2,결핵,척추의 결핵(M49.0*),2,2,0,100.0,0.0
6788,2023,2,2023년 02월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 호흡기결핵,2,2,0,100.0,0.0
16552,2023,3,2023년 03월 01일,2,결핵,"장, 복막 및 장간막 림프절의 결핵",2,2,0,100.0,0.0
16359,2023,3,2023년 03월 01일,2,결핵,비뇨생식계통의 상세불명 결핵,2,2,0,100.0,0.0
16343,2023,3,2023년 03월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 결핵성 흉막염,2,2,0,100.0,0.0
15054,2023,3,2023년 03월 01일,2,결핵,방광의 결핵(N33.0*),2,2,0,100.0,0.0
15107,2023,4,2023년 04월 01일,2,결핵,"세균학적 및 조직학적으로 확인된 공동이 있는 후두, 기관 및 기관지의 결핵",2,2,0,100.0,0.0
15380,2023,4,2023년 04월 01일,2,결핵,피부 및 피하조직의 결핵,2,2,0,100.0,0.0
6890,2023,4,2023년 04월 01일,2,결핵,눈의 결핵,2,2,0,100.0,0.0
15522,2023,4,2023년 04월 01일,2,결핵,신장의 결핵(N29.1*),2,2,0,100.0,0.0
6895,2023,4,2023년 04월 01일,2,결핵,상세불명의 좁쌀결핵,2,2,0,100.0,0.0
6897,2023,4,2023년 04월 01일,2,결핵,세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 결핵성 흉막염,2,2,0,100.0,0.0
6886,2023,4,2023년 04월 01일,2,결핵,결핵성 말초림프절병증,2,2,0,100.0,0.0
15039,2023,5,2023년 05월 01일,2,결핵,기타 부위의 결핵,2,2,0,100.0,0.0
6927,2023,5,2023년 05월 01일,2,결핵,기타 좁쌀결핵,2,2,0,100.0,0.0
6939,2023,5,2023년 05월 01일,2,결핵,신장의 결핵(N29.1*),2,2,0,100.0,0.0
16109,2023,5,2023년 05월 01일,2,결핵,결핵성 말초림프절병증,2,2,0,100.0,0.0
16298,2023,5,2023년 05월 01일,2,결핵,피부 및 피하조직의 결핵,2,2,0,100.0,0.0
6923,2023,5,2023년 05월 01일,2,결핵,결핵성 장염(K93.0*),2,2,0,100.0,0.0
6928,2023,5,2023년 05월 01일,2,결핵,눈의 결핵,2,2,0,100.0,0.0
6970,2023,6,2023년 06월 01일,2,결핵,눈의 결핵,2,2,0,100.0,0.0
16289,2023,6,2023년 06월 01일,2,결핵,상세불명의 좁쌀결핵,2,2,0,100.0,0.0
16577,2023,6,2023년 06월 01일,2,결핵,척추의 결핵(M49.0*),2,2,0,100.0,0.0
15458,2023,6,2023년 06월 01일,2,결핵,피부 및 피하조직의 결핵,2,2,0,100.0,0.0
6979,2023,6,2023년 06월 01일,2,결핵,신장의 결핵(N29.1*),2,2,0,100.0,0.0
6969,2023,6,2023년 06월 01일,2,결핵,기타 좁쌀결핵,2,2,0,100.0,0.0
6971,2023,6,2023년 06월 01일,2,결핵,다약제내성 결핵,2,2,0,100.0,0.0
15409,2023,7,2023년 07월 01일,2,결핵,눈의 결핵,2,2,0,100.0,0.0
16459,2023,7,2023년 07월 01일,2,결핵,결핵성 수막염(G01*),2,2,0,100.0,0.0
16606,2023,7,2023년 07월 01일,2,결핵,신장의 결핵(N29.1*),2,2,0,100.0,0.0
16404,2023,8,2023년 08월 01일,2,결핵,다약제내성 결핵,2,2,0,100.0,0.0
15378,2023,8,2023년 08월 01일,2,결핵,"세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 있는 후두, 기관 및 기관지 결핵",2,2,0,100.0,0.0
14920,2023,8,2023년 08월 01일,2,결핵,심장의 결핵,2,2,0,100.0,0.0
14783,2023,9,2023년 09월 01일,2,결핵,척추의 결핵(M49.0*),2,2,0,100.0,0.0
